model,group,year,month,i,xt,xt1,odometer,xtmxt1,bxt,bxt1,xtchange,frag
2387,2,83,9,0,90053,93010,93010,2957,19,19,0,0
2387,2,83,10,0,93010,97307,97307,4297,19,20,1,1
2387,2,83,11,0,97307,101068,101068,3761,20,21,1,1
2387,2,83,12,0,101068,103844,103844,2776,21,21,0,0
2387,2,84,1,0,103844,104989,104989,1145,21,21,0,0
2387,2,84,2,0,104989,108490,108490,3501,21,22,1,1
2387,2,84,3,0,108490,112097,112097,3607,22,23,1,1
2387,2,84,4,0,112097,115905,115905,3808,23,24,1,1
2387,2,84,5,0,115905,118178,118178,2273,24,24,0,0
2387,2,84,6,0,118178,121199,121199,3021,24,25,1,1
2387,2,84,7,0,121199,125413,125413,4214,25,26,1,1
2387,2,84,8,0,125413,128650,128650,3237,26,26,0,0
2387,2,84,9,0,128650,133058,133058,4408,26,27,1,1
2387,2,84,10,0,133058,136447,136447,3389,27,28,1,1
2387,2,84,11,0,136447,140778,140778,4331,28,29,1,1
2387,2,84,12,0,140778,143963,143963,3185,29,29,0,0
2387,2,85,1,0,143963,150465,150465,6502,29,31,2,2
2387,2,85,2,0,150465,152264,152264,1799,31,31,0,0
2387,2,85,3,0,152264,155275,155275,3011,31,32,1,1
2387,2,85,4,0,155275,158648,158648,3373,32,32,0,0
2387,2,85,5,0,158648,161748,161748,0,32,33,1,1
2388,2,81,5,0,0,2445,2445,2445,1,1,0,0
2388,2,81,6,0,2445,4893,4893,2448,1,1,0,0
2388,2,81,7,0,4893,7977,7977,3084,1,2,1,1
2388,2,81,8,0,7977,10335,10335,2358,2,3,1,1
2388,2,81,9,0,10335,14479,14479,4144,3,3,0,0
2388,2,81,10,0,14479,18696,18696,4217,3,4,1,1
2388,2,81,11,0,18696,23077,23077,4381,4,5,1,1
2388,2,81,12,0,23077,26209,26209,3132,5,6,1,1
2388,2,82,1,0,26209,30012,30012,3803,6,7,1,1
2388,2,82,2,0,30012,32593,32593,2581,7,7,0,0
2388,2,82,3,0,32593,34454,34454,1861,7,7,0,0
2388,2,82,4,0,34454,38768,38768,4314,7,8,1,1
2388,2,82,5,0,38768,41945,41945,3177,8,9,1,1
2388,2,82,6,0,41945,45725,45725,3780,9,10,1,1
2388,2,82,7,0,45725,49130,49130,3405,10,10,0,0
2388,2,82,8,0,49130,52536,52536,3406,10,11,1,1
2388,2,82,9,0,52536,53725,53725,1189,11,11,0,0
2388,2,82,10,0,53725,57050,57050,3325,11,12,1,1
2388,2,82,11,0,57050,61095,61095,4045,12,13,1,1
2388,2,82,12,0,61095,64716,64716,3621,13,13,0,0
2388,2,83,1,0,64716,67861,67861,3145,13,14,1,1
2388,2,83,2,0,67861,68828,68828,967,14,14,0,0
2388,2,83,3,0,68828,71904,71904,3076,14,15,1,1
2388,2,83,4,0,71904,74096,74096,2192,15,15,0,0
2388,2,83,5,0,74096,77405,77405,3309,15,16,1,1
2388,2,83,6,0,77405,82007,82007,4602,16,17,1,1
2388,2,83,7,0,82007,84545,84545,2538,17,17,0,0
2388,2,83,8,0,84545,87338,87338,2793,17,18,1,1
2388,2,83,9,0,87338,90856,90856,3518,18,19,1,1
2388,2,83,10,0,90856,94403,94403,3547,19,19,0,0
2388,2,83,11,0,94403,98337,98337,3934,19,20,1,1
2388,2,83,12,0,98337,102364,102364,4027,20,21,1,1
2388,2,84,1,0,102364,106107,106107,3743,21,22,1,1
2388,2,84,2,0,106107,108195,108195,2088,22,22,0,0
2388,2,84,3,0,108195,110712,110712,2517,22,23,1,1
2388,2,84,4,0,110712,112143,112143,1431,23,23,0,0
2388,2,84,5,0,112143,115838,115838,3695,23,24,1,1
2388,2,84,6,0,115838,119697,119697,3859,24,24,0,0
2388,2,84,7,0,119697,121401,121401,1704,24,25,1,1
2388,2,84,8,0,121401,125177,125177,3776,25,26,1,1
2388,2,84,9,0,125177,127820,127820,2643,26,26,0,0
2388,2,84,10,0,127820,129933,129933,2113,26,26,0,0
2388,2,84,11,0,129933,132691,132691,2758,26,27,1,1
2388,2,84,12,0,132691,135919,135919,3228,27,28,1,1
2388,2,85,1,0,135919,138935,138935,3016,28,28,0,0
2388,2,85,2,0,138935,139956,139956,1021,28,28,0,0
2388,2,85,3,0,139956,142125,142125,2169,28,29,1,1
2388,2,85,4,0,142125,144834,144834,2709,29,29,0,0
2388,2,85,5,0,144834,147206,147206,0,29,30,1,1
2389,2,81,5,0,0,1743,1743,1743,1,1,0,0
2389,2,81,6,0,1743,4603,4603,2860,1,1,0,0
2389,2,81,7,0,4603,5895,5895,1292,1,2,1,1
2389,2,81,8,0,5895,9443,9443,3548,2,2,0,0
2389,2,81,9,0,9443,12556,12556,3113,2,3,1,1
2389,2,81,10,0,12556,15166,15166,2610,3,4,1,1
2389,2,81,11,0,15166,18400,18400,3234,4,4,0,0
2389,2,81,12,0,18400,20882,20882,2482,4,5,1,1
2389,2,82,1,0,20882,22634,22634,1752,5,5,0,0
2389,2,82,2,0,22634,26495,26495,3861,5,6,1,1
2389,2,82,3,0,26495,27095,27095,600,6,6,0,0
2389,2,82,4,0,27095,29494,29494,2399,6,6,0,0
2389,2,82,5,0,29494,32406,32406,2912,6,7,1,1
2389,2,82,6,0,32406,35442,35442,3036,7,8,1,1
2389,2,82,7,0,35442,38560,38560,3118,8,8,0,0
2389,2,82,8,0,38560,41408,41408,2848,8,9,1,1
2389,2,82,9,0,41408,45614,45614,4206,9,10,1,1
2389,2,82,10,0,45614,49147,49147,3533,10,10,0,0
2389,2,82,11,0,49147,51631,51631,2484,10,11,1,1
2389,2,82,12,0,51631,54793,54793,3162,11,11,0,0
2389,2,83,1,0,54793,56566,56566,1773,11,12,1,1
2389,2,83,2,0,56566,59179,59179,2613,12,12,0,0
2389,2,83,3,0,59179,61623,61623,2444,12,13,1,1
2389,2,83,4,0,61623,64431,64431,2808,13,13,0,0
2389,2,83,5,0,64431,66319,66319,1888,13,14,1,1
2389,2,83,6,0,66319,69058,69058,2739,14,14,0,0
2389,2,83,7,0,69058,71444,71444,2386,14,15,1,1
2389,2,83,8,0,71444,74641,74641,3197,15,15,0,0
2389,2,83,9,0,74641,78026,78026,3385,15,16,1,1
2389,2,83,10,0,78026,80770,80770,2744,16,17,1,1
2389,2,83,11,0,80770,84167,84167,3397,17,17,0,0
2389,2,83,12,0,84167,85906,85906,1739,17,18,1,1
2389,2,84,1,0,85906,88826,88826,2920,18,18,0,0
2389,2,84,2,0,88826,96113,96113,7287,18,20,2,2
2389,2,84,3,0,96113,98402,98402,2289,20,20,0,0
2389,2,84,4,0,98402,101633,101633,3231,20,21,1,1
2389,2,84,5,0,101633,105332,105332,3699,21,22,1,1
2389,2,84,6,0,105332,108225,108225,2893,22,22,0,0
2389,2,84,7,0,108225,111493,111493,3268,22,23,1,1
2389,2,84,8,0,111493,114397,114397,2904,23,23,0,0
2389,2,84,9,0,114397,118541,118541,4144,23,24,1,1
2389,2,84,10,0,118541,123256,123256,4715,24,25,1,1
2389,2,84,11,0,123256,126303,126303,3047,25,26,1,1
2389,2,84,12,0,126303,130168,130168,3865,26,27,1,1
2389,2,85,1,0,130168,131540,131540,1372,27,27,0,0
2389,2,85,2,0,131540,134278,134278,2738,27,27,0,0
2389,2,85,3,0,134278,135206,135206,928,27,28,1,1
2389,2,85,4,0,135206,138467,138467,3261,28,28,0,0
2389,2,85,5,0,138467,142009,142009,0,28,29,1,1
4338,3,79,3,0,0,3369,3369,3369,1,1,0,0
4338,3,79,4,0,3369,7946,7946,4577,1,2,1,1
4338,3,79,5,0,7946,11601,11601,3655,2,3,1,1
4338,3,79,6,0,11601,17056,17056,5455,3,4,1,1
4338,3,79,7,0,17056,21485,21485,4429,4,5,1,1
4338,3,79,8,0,21485,25533,25533,4048,5,6,1,1
4338,3,79,9,0,25533,30347,30347,4814,6,7,1,1
4338,3,79,10,0,30347,34492,34492,4145,7,7,0,0
4338,3,79,11,0,34492,38973,38973,4481,7,8,1,1
4338,3,79,12,0,38973,43369,43369,4396,8,9,1,1
4338,3,80,1,0,43369,45292,45292,1923,9,10,1,1
4338,3,80,2,0,45292,50262,50262,4970,10,11,1,1
4338,3,80,3,0,50262,53061,53061,2799,11,11,0,0
4338,3,80,4,0,53061,58671,58671,5610,11,12,1,1
4338,3,80,5,0,58671,65079,65079,6408,12,14,2,2
4338,3,80,6,0,65079,70177,70177,5098,14,15,1,1
4338,3,80,7,0,70177,74812,74812,4635,15,15,0,0
4338,3,80,8,0,74812,79090,79090,4278,15,16,1,1
4338,3,80,9,0,79090,81176,81176,2086,16,17,1,1
4338,3,80,10,0,81176,84933,84933,3757,17,17,0,0
4338,3,80,11,0,84933,90451,90451,5518,17,19,2,2
4338,3,80,12,0,90451,95138,95138,4687,19,20,1,1
4338,3,81,1,0,95138,99629,99629,4491,20,20,0,0
4338,3,81,2,0,99629,103621,103621,3992,20,21,1,1
4338,3,81,3,0,103621,107684,107684,4063,21,22,1,1
4338,3,81,4,0,107684,110950,110950,3266,22,23,1,1
4338,3,81,5,0,110950,114947,114947,3997,23,23,0,0
4338,3,81,6,0,114947,119880,119880,4933,23,24,1,1
4338,3,81,7,0,119880,123169,123169,3289,24,25,1,1
4338,3,81,8,0,123169,126948,126948,3779,25,26,1,1
4338,3,81,9,0,126948,129397,129397,2449,26,26,0,0
4338,3,81,10,0,129397,131987,131987,2590,26,27,1,1
4338,3,81,11,0,131987,135197,135197,3210,27,28,1,1
4338,3,81,12,0,135197,136685,136685,1488,28,28,0,0
4338,3,82,1,0,136685,142566,142566,5881,28,29,1,1
4338,3,82,2,0,142566,146723,146723,4157,29,30,1,1
4338,3,82,3,0,146723,151169,151169,4446,30,31,1,1
4338,3,82,4,0,151169,154914,154914,3745,31,31,0,0
4338,3,82,5,0,154914,159273,159273,4359,31,32,1,1
4338,3,82,6,0,159273,161938,161938,2665,32,33,1,1
4338,3,82,7,0,161938,167874,167874,5936,33,34,1,1
4338,3,82,8,0,167874,170525,170525,2651,34,35,1,1
4338,3,82,9,0,170525,175018,175018,4493,35,36,1,1
4338,3,82,10,0,175018,178265,178265,3247,36,36,0,0
4338,3,82,11,0,178265,182836,182836,4571,36,37,1,1
4338,3,82,12,0,182836,187879,187879,5043,37,38,1,1
4338,3,83,1,0,187879,192011,192011,4132,38,39,1,1
4338,3,83,2,0,192011,193855,193855,1844,39,39,0,0
4338,3,83,3,0,193855,196797,196797,2942,39,40,1,1
4338,3,83,4,0,196797,199703,199703,2906,40,40,0,0
4338,3,83,5,0,199703,201485,201485,1782,40,41,1,1
4338,3,83,6,0,201485,204362,204362,2877,41,41,0,0
4338,3,83,7,0,204362,206972,206972,2610,41,42,1,1
4338,3,83,8,0,206972,211221,211221,4249,42,43,1,1
4338,3,83,9,0,211221,216364,216364,5143,43,44,1,1
4338,3,83,10,0,216364,220657,220657,4293,44,45,1,1
4338,3,83,11,1,220657,3351,224251,-217306,45,1,0,0
4338,3,83,12,0,3351,5700,226600,2349,1,2,1,1
4338,3,84,1,0,5700,9184,230084,3484,2,2,0,0
4338,3,84,2,0,9184,11770,232670,2586,2,3,1,1
4338,3,84,3,0,11770,15798,236698,4028,3,4,1,1
4338,3,84,4,0,15798,19226,240126,3428,4,4,0,0
4338,3,84,5,0,19226,23506,244406,4280,4,5,1,1
4338,3,84,6,0,23506,26698,247598,3192,5,6,1,1
4338,3,84,7,0,26698,31855,252755,5157,6,7,1,1
4338,3,84,8,0,31855,34947,255847,3092,7,7,0,0
4338,3,84,9,0,34947,39409,260309,4462,7,8,1,1
4338,3,84,10,0,39409,43403,264303,3994,8,9,1,1
4338,3,84,11,0,43403,47045,267945,3642,9,10,1,1
4338,3,84,12,0,47045,51426,272326,0,10,11,1,1
4339,3,79,3,0,0,16782,16782,16782,1,4,3,2
4339,3,79,4,0,16782,22560,22560,5778,4,5,1,1
4339,3,79,5,0,22560,25244,25244,2684,5,6,1,1
4339,3,79,6,0,25244,28866,28866,3622,6,6,0,0
4339,3,79,7,0,28866,32449,32449,3583,6,7,1,1
4339,3,79,8,0,32449,32713,32713,264,7,7,0,0
4339,3,79,9,0,32713,35670,35670,2957,7,8,1,1
4339,3,79,10,0,35670,39015,39015,3345,8,8,0,0
4339,3,79,11,0,39015,42530,42530,3515,8,9,1,1
4339,3,79,12,0,42530,47619,47619,5089,9,10,1,1
4339,3,80,1,0,47619,49734,49734,2115,10,10,0,0
4339,3,80,2,0,49734,54290,54290,4556,10,11,1,1
4339,3,80,3,0,54290,59841,59841,5551,11,12,1,1
4339,3,80,4,0,59841,65743,65743,5902,12,14,2,2
4339,3,80,5,0,65743,7e4,7e4,4257,14,15,1,1
4339,3,80,6,0,7e4,75312,75312,5312,15,16,1,1
4339,3,80,7,0,75312,79195,79195,3883,16,16,0,0
4339,3,80,8,0,79195,82612,82612,3417,16,17,1,1
4339,3,80,9,0,82612,85985,85985,3373,17,18,1,1
4339,3,80,10,0,85985,89700,89700,3715,18,18,0,0
4339,3,80,11,0,89700,94888,94888,5188,18,19,1,1
4339,3,80,12,0,94888,97246,97246,2358,19,20,1,1
4339,3,81,1,0,97246,98789,98789,1543,20,20,0,0
4339,3,81,2,0,98789,101711,101711,2922,20,21,1,1
4339,3,81,3,0,101711,105353,105353,3642,21,22,1,1
4339,3,81,4,0,105353,111100,111100,5747,22,23,1,1
4339,3,81,5,0,111100,113724,113724,2624,23,23,0,0
4339,3,81,6,0,113724,119701,119701,5977,23,24,1,1
4339,3,81,7,0,119701,121169,121169,1468,24,25,1,1
4339,3,81,8,0,121169,124860,124860,3691,25,25,0,0
4339,3,81,9,0,124860,129960,129960,5100,25,26,1,1
4339,3,81,10,0,129960,131879,131879,1919,26,27,1,1
4339,3,81,11,0,131879,134940,134940,3061,27,27,0,0
4339,3,81,12,0,134940,139101,139101,4161,27,28,1,1
4339,3,82,1,0,139101,142245,142245,3144,28,29,1,1
4339,3,82,2,0,142245,146669,146669,4424,29,30,1,1
4339,3,82,3,0,146669,150298,150298,3629,30,31,1,1
4339,3,82,4,0,150298,156054,156054,5756,31,32,1,1
4339,3,82,5,0,156054,157577,157577,1523,32,32,0,0
4339,3,82,6,0,157577,161811,161811,4234,32,33,1,1
4339,3,82,7,0,161811,165901,165901,4090,33,34,1,1
4339,3,82,8,0,165901,167801,167801,1900,34,34,0,0
4339,3,82,9,0,167801,173036,173036,5235,34,35,1,1
4339,3,82,10,0,173036,177858,177858,4822,35,36,1,1
4339,3,82,11,0,177858,180267,180267,2409,36,37,1,1
4339,3,82,12,0,180267,184630,184630,4363,37,37,0,0
4339,3,83,1,0,184630,186394,186394,1764,37,38,1,1
4339,3,83,2,0,186394,186507,186507,113,38,38,0,0
4339,3,83,3,0,186507,186507,186507,0,38,38,0,0
4339,3,83,4,0,186507,186507,186507,0,38,38,0,0
4339,3,83,5,1,186507,1777,188377,-184730,38,1,0,0
4339,3,83,6,0,1777,5139,191739,3362,1,2,1,1
4339,3,83,7,0,5139,7335,193935,2196,2,2,0,0
4339,3,83,8,0,7335,11879,198479,4544,2,3,1,1
4339,3,83,9,0,11879,17677,204277,5798,3,4,1,1
4339,3,83,10,0,17677,21362,207962,3685,4,5,1,1
4339,3,83,11,0,21362,25655,212255,4293,5,6,1,1
4339,3,83,12,0,25655,29741,216341,4086,6,6,0,0
4339,3,84,1,0,29741,34409,221009,4668,6,7,1,1
4339,3,84,2,0,34409,38269,224869,3860,7,8,1,1
4339,3,84,3,0,38269,42168,228768,3899,8,9,1,1
4339,3,84,4,0,42168,45858,232458,3690,9,10,1,1
4339,3,84,5,0,45858,50521,237121,4663,10,11,1,1
4339,3,84,6,0,50521,55781,242381,5260,11,12,1,1
4339,3,84,7,0,55781,59841,246441,4060,12,12,0,0
4339,3,84,8,0,59841,62743,249343,2902,12,13,1,1
4339,3,84,9,0,62743,67180,253780,4437,13,14,1,1
4339,3,84,10,0,67180,68986,255586,1806,14,14,0,0
4339,3,84,11,0,68986,69243,255843,257,14,14,0,0
4339,3,84,12,0,69243,73653,260253,0,14,15,1,1
4340,3,79,3,0,0,16037,16037,16037,1,4,3,2
4340,3,79,4,0,16037,21147,21147,5110,4,5,1,1
4340,3,79,5,0,21147,24279,24279,3132,5,5,0,0
4340,3,79,6,0,24279,28275,28275,3996,5,6,1,1
4340,3,79,7,0,28275,31725,31725,3450,6,7,1,1
4340,3,79,8,0,31725,35633,35633,3908,7,8,1,1
4340,3,79,9,0,35633,39520,39520,3887,8,8,0,0
4340,3,79,10,0,39520,43706,43706,4186,8,9,1,1
4340,3,79,11,0,43706,46346,46346,2640,9,10,1,1
4340,3,79,12,0,46346,51324,51324,4978,10,11,1,1
4340,3,80,1,0,51324,52744,52744,1420,11,11,0,0
4340,3,80,2,0,52744,57623,57623,4879,11,12,1,1
4340,3,80,3,0,57623,62088,62088,4465,12,13,1,1
4340,3,80,4,0,62088,67795,67795,5707,13,14,1,1
4340,3,80,5,0,67795,72629,72629,4834,14,15,1,1
4340,3,80,6,0,72629,77579,77579,4950,15,16,1,1
4340,3,80,7,0,77579,82012,82012,4433,16,17,1,1
4340,3,80,8,0,82012,86253,86253,4241,17,18,1,1
4340,3,80,9,0,86253,91123,91123,4870,18,19,1,1
4340,3,80,10,0,91123,95219,95219,4096,19,20,1,1
4340,3,80,11,0,95219,99245,99245,4026,20,20,0,0
4340,3,80,12,0,99245,100899,100899,1654,20,21,1,1
4340,3,81,1,0,100899,105400,105400,4501,21,22,1,1
4340,3,81,2,0,105400,110244,110244,4844,22,23,1,1
4340,3,81,3,0,110244,114541,114541,4297,23,23,0,0
4340,3,81,4,0,114541,118551,118551,4010,23,24,1,1
4340,3,81,5,0,118551,124018,124018,5467,24,25,1,1
4340,3,81,6,0,124018,128572,128572,4554,25,26,1,1
4340,3,81,7,0,128572,130899,130899,2327,26,27,1,1
4340,3,81,8,0,130899,134485,134485,3586,27,27,0,0
4340,3,81,9,0,134485,137913,137913,3428,27,28,1,1
4340,3,81,10,0,137913,139496,139496,1583,28,28,0,0
4340,3,81,11,0,139496,143284,143284,3788,28,29,1,1
4340,3,81,12,0,143284,145431,145431,2147,29,30,1,1
4340,3,82,1,0,145431,149620,149620,4189,30,30,0,0
4340,3,82,2,0,149620,154077,154077,4457,30,31,1,1
4340,3,82,3,0,154077,158298,158298,4221,31,32,1,1
4340,3,82,4,0,158298,161784,161784,3486,32,33,1,1
4340,3,82,5,0,161784,165031,165031,3247,33,34,1,1
4340,3,82,6,0,165031,168935,168935,3904,34,34,0,0
4340,3,82,7,0,168935,174416,174416,5481,34,35,1,1
4340,3,82,8,0,174416,177096,177096,2680,35,36,1,1
4340,3,82,9,0,177096,181602,181602,4506,36,37,1,1
4340,3,82,10,0,181602,185348,185348,3746,37,38,1,1
4340,3,82,11,0,185348,190007,190007,4659,38,39,1,1
4340,3,82,12,0,190007,191748,191748,1741,39,39,0,0
4340,3,83,1,0,191748,196332,196332,4584,39,40,1,1
4340,3,83,2,0,196332,199035,199035,2703,40,40,0,0
4340,3,83,3,0,199035,202049,202049,3014,40,41,1,1
4340,3,83,4,0,202049,205303,205303,3254,41,42,1,1
4340,3,83,5,0,205303,207371,207371,2068,42,42,0,0
4340,3,83,6,0,207371,210483,210483,3112,42,43,1,1
4340,3,83,7,0,210483,213850,213850,3367,43,43,0,0
4340,3,83,8,0,213850,217108,217108,3258,43,44,1,1
4340,3,83,9,0,217108,222596,222596,5488,44,45,1,1
4340,3,83,10,0,222596,226729,226729,4133,45,46,1,1
4340,3,83,11,0,226729,230371,230371,3642,46,47,1,1
4340,3,83,12,0,230371,233607,233607,3236,47,47,0,0
4340,3,84,1,0,233607,237551,237551,3944,47,48,1,1
4340,3,84,2,0,237551,240733,240733,3182,48,49,1,1
4340,3,84,3,0,240733,244262,244262,3529,49,49,0,0
4340,3,84,4,0,244262,248011,248011,3749,49,50,1,1
4340,3,84,5,0,248011,250444,250444,2433,50,51,1,1
4340,3,84,6,0,250444,253642,253642,3198,51,51,0,0
4340,3,84,7,0,253642,255101,255101,1459,51,52,1,1
4340,3,84,8,0,255101,258546,258546,3445,52,52,0,0
4340,3,84,9,0,258546,261232,261232,2686,52,53,1,1
4340,3,84,10,0,261232,264849,264849,3617,53,53,0,0
4340,3,84,11,0,264849,268861,268861,4012,53,54,1,1
4340,3,84,12,0,268861,273143,273143,0,54,55,1,1
4341,3,79,3,0,0,12911,12911,12911,1,3,2,2
4341,3,79,4,0,12911,17126,17126,4215,3,4,1,1
4341,3,79,5,0,17126,18101,18101,975,4,4,0,0
4341,3,79,6,0,18101,18101,18101,0,4,4,0,0
4341,3,79,7,0,18101,18101,18101,0,4,4,0,0
4341,3,79,8,0,18101,18101,18101,0,4,4,0,0
4341,3,79,9,0,18101,18101,18101,0,4,4,0,0
4341,3,79,10,0,18101,18101,18101,0,4,4,0,0
4341,3,79,11,0,18101,21083,21083,2982,4,5,1,1
4341,3,79,12,0,21083,26028,26028,4945,5,6,1,1
4341,3,80,1,0,26028,27948,27948,1920,6,6,0,0
4341,3,80,2,0,27948,32606,32606,4658,6,7,1,1
4341,3,80,3,0,32606,38043,38043,5437,7,8,1,1
4341,3,80,4,0,38043,42790,42790,4747,8,9,1,1
4341,3,80,5,0,42790,42790,42790,0,9,9,0,0
4341,3,80,6,0,42790,42790,42790,0,9,9,0,0
4341,3,80,7,0,42790,42790,42790,0,9,9,0,0
4341,3,80,8,0,42790,42790,42790,0,9,9,0,0
4341,3,80,9,0,42790,42790,42790,0,9,9,0,0
4341,3,80,10,0,42790,42790,42790,0,9,9,0,0
4341,3,80,11,0,42790,43676,43676,886,9,9,0,0
4341,3,80,12,0,43676,46659,46659,2983,9,10,1,1
4341,3,81,1,0,46659,51686,51686,5027,10,11,1,1
4341,3,81,2,0,51686,57305,57305,5619,11,12,1,1
4341,3,81,3,0,57305,61879,61879,4574,12,13,1,1
4341,3,81,4,0,61879,66804,66804,4925,13,14,1,1
4341,3,81,5,0,66804,71435,71435,4631,14,15,1,1
4341,3,81,6,0,71435,74212,74212,2777,15,15,0,0
4341,3,81,7,0,74212,77878,77878,3666,15,16,1,1
4341,3,81,8,0,77878,82900,82900,5022,16,17,1,1
4341,3,81,9,0,82900,87416,87416,4516,17,18,1,1
4341,3,81,10,0,87416,89055,89055,1639,18,18,0,0
4341,3,81,11,0,89055,91739,91739,2684,18,19,1,1
4341,3,81,12,0,91739,92204,92204,465,19,19,0,0
4341,3,82,1,0,92204,92204,92204,0,19,19,0,0
4341,3,82,2,0,92204,92204,92204,0,19,19,0,0
4341,3,82,3,0,92204,94232,94232,2028,19,19,0,0
4341,3,82,4,0,94232,95953,95953,1721,19,20,1,1
4341,3,82,5,0,95953,99864,99864,3911,20,20,0,0
4341,3,82,6,0,99864,104042,104042,4178,20,21,1,1
4341,3,82,7,0,104042,109248,109248,5206,21,22,1,1
4341,3,82,8,0,109248,112643,112643,3395,22,23,1,1
4341,3,82,9,0,112643,116697,116697,4054,23,24,1,1
4341,3,82,10,0,116697,121130,121130,4433,24,25,1,1
4341,3,82,11,0,121130,126069,126069,4939,25,26,1,1
4341,3,82,12,0,126069,131193,131193,5124,26,27,1,1
4341,3,83,1,0,131193,134222,134222,3029,27,27,0,0
4341,3,83,2,0,134222,137427,137427,3205,27,28,1,1
4341,3,83,3,0,137427,140013,140013,2586,28,29,1,1
4341,3,83,4,0,140013,143030,143030,3017,29,29,0,0
4341,3,83,5,0,143030,146978,146978,3948,29,30,1,1
4341,3,83,6,0,146978,149949,149949,2971,30,30,0,0
4341,3,83,7,0,149949,153587,153587,3638,30,31,1,1
4341,3,83,8,0,153587,157818,157818,4231,31,32,1,1
4341,3,83,9,0,157818,162799,162799,4981,32,33,1,1
4341,3,83,10,0,162799,167110,167110,4311,33,34,1,1
4341,3,83,11,0,167110,171794,171794,4684,34,35,1,1
4341,3,83,12,0,171794,175956,175956,4162,35,36,1,1
4341,3,84,1,0,175956,178987,178987,3031,36,36,0,0
4341,3,84,2,0,178987,182194,182194,3207,36,37,1,1
4341,3,84,3,0,182194,185791,185791,3597,37,38,1,1
4341,3,84,4,0,185791,189793,189793,4002,38,38,0,0
4341,3,84,5,0,189793,193671,193671,3878,38,39,1,1
4341,3,84,6,0,193671,198723,198723,5052,39,40,1,1
4341,3,84,7,0,198723,202551,202551,3828,40,41,1,1
4341,3,84,8,0,202551,205850,205850,3299,41,42,1,1
4341,3,84,9,0,205850,209248,209248,3398,42,42,0,0
4341,3,84,10,0,209248,212030,212030,2782,42,43,1,1
4341,3,84,11,0,212030,215803,215803,3773,43,44,1,1
4341,3,84,12,0,215803,218517,218517,0,44,44,0,0
4342,3,79,3,0,0,8958,8958,8958,1,2,1,1
4342,3,79,4,0,8958,9144,9144,186,2,2,0,0
4342,3,79,5,0,9144,12603,12603,3459,2,3,1,1
4342,3,79,6,0,12603,16195,16195,3592,3,4,1,1
4342,3,79,7,0,16195,19048,19048,2853,4,4,0,0
4342,3,79,8,0,19048,22610,22610,3562,4,5,1,1
4342,3,79,9,0,22610,26469,26469,3859,5,6,1,1
4342,3,79,10,0,26469,29425,29425,2956,6,6,0,0
4342,3,79,11,0,29425,33499,33499,4074,6,7,1,1
4342,3,79,12,0,33499,37700,37700,4201,7,8,1,1
4342,3,80,1,0,37700,39704,39704,2004,8,8,0,0
4342,3,80,2,0,39704,44937,44937,5233,8,9,1,1
4342,3,80,3,0,44937,49609,49609,4672,9,10,1,1
4342,3,80,4,0,49609,53124,53124,3515,10,11,1,1
4342,3,80,5,0,53124,58230,58230,5106,11,12,1,1
4342,3,80,6,0,58230,63785,63785,5555,12,13,1,1
4342,3,80,7,0,63785,67776,67776,3991,13,14,1,1
4342,3,80,8,0,67776,72961,72961,5185,14,15,1,1
4342,3,80,9,0,72961,78365,78365,5404,15,16,1,1
4342,3,80,10,0,78365,83069,83069,4704,16,17,1,1
4342,3,80,11,0,83069,87517,87517,4448,17,18,1,1
4342,3,80,12,0,87517,87661,87661,144,18,18,0,0
4342,3,81,1,0,87661,87661,87661,0,18,18,0,0
4342,3,81,2,0,87661,89411,89411,1750,18,18,0,0
4342,3,81,3,0,89411,94206,94206,4795,18,19,1,1
4342,3,81,4,0,94206,100046,100046,5840,19,21,2,2
4342,3,81,5,0,100046,103663,103663,3617,21,21,0,0
4342,3,81,6,0,103663,108498,108498,4835,21,22,1,1
4342,3,81,7,0,108498,112329,112329,3831,22,23,1,1
4342,3,81,8,0,112329,115663,115663,3334,23,24,1,1
4342,3,81,9,0,115663,119336,119336,3673,24,24,0,0
4342,3,81,10,0,119336,122084,122084,2748,24,25,1,1
4342,3,81,11,0,122084,126436,126436,4352,25,26,1,1
4342,3,81,12,0,126436,129203,129203,2767,26,26,0,0
4342,3,82,1,0,129203,133236,133236,4033,26,27,1,1
4342,3,82,2,0,133236,137405,137405,4169,27,28,1,1
4342,3,82,3,0,137405,141960,141960,4555,28,29,1,1
4342,3,82,4,0,141960,145854,145854,3894,29,30,1,1
4342,3,82,5,0,145854,150307,150307,4453,30,31,1,1
4342,3,82,6,0,150307,155108,155108,4801,31,32,1,1
4342,3,82,7,0,155108,160160,160160,5052,32,33,1,1
4342,3,82,8,0,160160,163099,163099,2939,33,33,0,0
4342,3,82,9,0,163099,166959,166959,3860,33,34,1,1
4342,3,82,10,0,166959,170903,170903,3944,34,35,1,1
4342,3,82,11,0,170903,175110,175110,4207,35,36,1,1
4342,3,82,12,0,175110,178905,178905,3795,36,36,0,0
4342,3,83,1,0,178905,183324,183324,4419,36,37,1,1
4342,3,83,2,0,183324,185519,185519,2195,37,38,1,1
4342,3,83,3,0,185519,188247,188247,2728,38,38,0,0
4342,3,83,4,0,188247,190777,190777,2530,38,39,1,1
4342,3,83,5,0,190777,193645,193645,2868,39,39,0,0
4342,3,83,6,0,193645,197148,197148,3503,39,40,1,1
